Area_Name,Date,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
"Los Angeles-Long Beach-Anaheim, CA MSA",August,2020-08-01,2020,August,5523100,927176,0.14400000000000002
Los Angeles-Long Beach-Glendale MD,March,2020-03-01,2020,March,4669100,336200,0.067
Los Angeles-Long Beach-Glendale MD,April,2020-04-01,2020,April,3787600,989100,0.20800000000000002
Los Angeles-Long Beach-Glendale MD,May,2020-05-01,2020,May,3738600,998700,0.21100000000000002
Los Angeles-Long Beach-Glendale MD,June,2020-06-01,2020,June,3989500,965500,0.196
Los Angeles-Long Beach-Glendale MD,July,2020-07-01,2020,July,4049300,916700,0.185
Los Angeles-Long Beach-Glendale MD,August,2020-08-01,2020,August,4128300,828200,0.168
Los Angeles-Long Beach-Glendale MD,September,2020-09-01,2020,September,4196300,746100,0.151
Los Banos city,March,2020-03-01,2020,March,14600,3000,0.171
Los Banos city,April,2020-04-01,2020,April,13500,4800,0.262
Los Banos city,May,2020-05-01,2020,May,13600,3900,0.222
Los Banos city,June,2020-06-01,2020,June,13900,3500,0.2
Los Banos city,July,2020-07-01,2020,July,13800,2800,0.16899999999999998
Los Banos city,August,2020-08-01,2020,August,14400,2100,0.127
Los Banos city,September,2020-09-01,2020,September,14700,2100,0.126
Los Gatos town,March,2020-03-01,2020,March,15500,500,0.034
Los Gatos town,April,2020-04-01,2020,April,13800,1500,0.095
Los Gatos town,May,2020-05-01,2020,May,13800,1300,0.086
Los Gatos town,June,2020-06-01,2020,June,14200,1300,0.086
Los Gatos town,July,2020-07-01,2020,July,14400,1200,0.078
Los Gatos town,August,2020-08-01,2020,August,14500,900,0.057999999999999996
Los Gatos town,September,2020-09-01,2020,September,14600,900,0.055999999999999994
Los Molinos CDP,March,2020-03-01,2020,March,590,50,0.078
Los Molinos CDP,April,2020-04-01,2020,April,550,90,0.141
Los Molinos CDP,May,2020-05-01,2020,May,540,80,0.124
Los Molinos CDP,June,2020-06-01,2020,June,560,70,0.11599999999999999
Los Molinos CDP,July,2020-07-01,2020,July,550,70,0.109
Los Molinos CDP,August,2020-08-01,2020,August,560,50,0.083
Los Molinos CDP,September,2020-09-01,2020,September,580,50,0.08
Lost Hills CDP,March,2020-03-01,2020,March,800,0,0.045
Lost Hills CDP,April,2020-04-01,2020,April,700,100,0.073
Lost Hills CDP,May,2020-05-01,2020,May,700,100,0.07
Lost Hills CDP,June,2020-06-01,2020,June,800,100,0.067
Lost Hills CDP,July,2020-07-01,2020,July,800,100,0.063
Lost Hills CDP,August,2020-08-01,2020,August,800,0,0.047
Lost Hills CDP,September,2020-09-01,2020,September,800,0,0.047
Lower Lake CDP,March,2020-03-01,2020,March,650,50,0.065
Lower Lake CDP,April,2020-04-01,2020,April,520,90,0.152
Lower Lake CDP,May,2020-05-01,2020,May,520,90,0.141
Lower Lake CDP,June,2020-06-01,2020,June,530,80,0.129
Lower Lake CDP,July,2020-07-01,2020,July,570,70,0.106
Lower Lake CDP,August,2020-08-01,2020,August,630,50,0.077
Lower Lake CDP,September,2020-09-01,2020,September,630,50,0.078
Loyalton city,March,2020-03-01,2020,March,420,40,0.08900000000000001
Loyalton city,April,2020-04-01,2020,April,360,60,0.151
Loyalton city,May,2020-05-01,2020,May,350,50,0.129
Loyalton city,June,2020-06-01,2020,June,370,50,0.11699999999999999
Loyalton city,July,2020-07-01,2020,July,390,40,0.098
Loyalton city,August,2020-08-01,2020,August,390,30,0.075
Loyalton city,September,2020-09-01,2020,September,410,30,0.07
Lucerne CDP,March,2020-03-01,2020,March,1250,50,0.039
Lucerne CDP,April,2020-04-01,2020,April,1000,110,0.095
Lucerne CDP,May,2020-05-01,2020,May,1000,100,0.08800000000000001
Lucerne CDP,June,2020-06-01,2020,June,1030,90,0.08
Lucerne CDP,July,2020-07-01,2020,July,1100,80,0.065
Lucerne CDP,August,2020-08-01,2020,August,1210,60,0.047
Lucerne CDP,September,2020-09-01,2020,September,1210,60,0.047
Lynwood city,March,2020-03-01,2020,March,25900,2100,0.07400000000000001
Lynwood city,April,2020-04-01,2020,April,21000,5900,0.21899999999999997
Lynwood city,May,2020-05-01,2020,May,20700,5900,0.22
Lynwood city,June,2020-06-01,2020,June,21900,5800,0.20800000000000002
Lynwood city,July,2020-07-01,2020,July,22400,5600,0.201
Lynwood city,August,2020-08-01,2020,August,22800,5200,0.18600000000000003
Lynwood city,September,2020-09-01,2020,September,23300,4800,0.172
Madera Acres CDP,March,2020-03-01,2020,March,4400,400,0.076
Madera Acres CDP,April,2020-04-01,2020,April,4000,600,0.122
Madera Acres CDP,May,2020-05-01,2020,May,4100,500,0.109
Madera Acres CDP,June,2020-06-01,2020,June,4100,500,0.1
Madera Acres CDP,July,2020-07-01,2020,July,4100,400,0.09300000000000001
Madera Acres CDP,August,2020-08-01,2020,August,4300,300,0.067
Madera Acres CDP,September,2020-09-01,2020,September,4300,300,0.067
Madera County,March,2020-03-01,2020,March,56600,6700,0.107
Madera County,April,2020-04-01,2020,April,51700,10400,0.16699999999999998
Madera County,May,2020-05-01,2020,May,53000,9400,0.151
Madera County,June,2020-06-01,2020,June,53600,8600,0.139
Madera County,July,2020-07-01,2020,July,53300,7900,0.129
Madera County,August,2020-08-01,2020,August,55600,5800,0.095
Madera County,September,2020-09-01,2020,September,55800,5800,0.094
Madera MSA,March,2020-03-01,2020,March,56600,6700,0.107
Madera MSA,April,2020-04-01,2020,April,51700,10400,0.16699999999999998
Madera MSA,May,2020-05-01,2020,May,53000,9400,0.151
Madera MSA,June,2020-06-01,2020,June,53600,8600,0.139
Madera MSA,July,2020-07-01,2020,July,53300,7900,0.129
Madera MSA,August,2020-08-01,2020,August,55600,5800,0.095
Madera MSA,September,2020-09-01,2020,September,55800,5800,0.094
Madera city,March,2020-03-01,2020,March,25200,3500,0.12300000000000001
Madera city,April,2020-04-01,2020,April,23000,4600,0.165
Madera city,May,2020-05-01,2020,May,23600,4000,0.146
Madera city,June,2020-06-01,2020,June,23800,3700,0.135
Madera city,July,2020-07-01,2020,July,23700,3500,0.129
Madera city,August,2020-08-01,2020,August,24800,2500,0.092
Madera city,September,2020-09-01,2020,September,24800,2400,0.08900000000000001
"Madera, CA MSA",March,2020-03-01,2020,March,57893,5746,0.09
"Madera, CA MSA",April,2020-04-01,2020,April,52887,10092,0.16
"Madera, CA MSA",May,2020-05-01,2020,May,52804,10051,0.16
"Madera, CA MSA",June,2020-06-01,2020,June,52887,8881,0.14400000000000002
"Madera, CA MSA",July,2020-07-01,2020,July,53109,8026,0.131
"Madera, CA MSA",August,2020-08-01,2020,August,53564,6746,0.11199999999999999
Magalia CDP,March,2020-03-01,2020,March,4500,200,0.05
Magalia CDP,April,2020-04-01,2020,April,3900,500,0.11599999999999999
Magalia CDP,May,2020-05-01,2020,May,3900,400,0.099
Magalia CDP,June,2020-06-01,2020,June,4000,400,0.09
Magalia CDP,July,2020-07-01,2020,July,4100,400,0.083
Magalia CDP,August,2020-08-01,2020,August,4200,300,0.063
Magalia CDP,September,2020-09-01,2020,September,4200,300,0.062
Malibu city,March,2020-03-01,2020,March,6100,300,0.040999999999999995
Malibu city,April,2020-04-01,2020,April,5000,800,0.135
Malibu city,May,2020-05-01,2020,May,4900,800,0.138
Malibu city,June,2020-06-01,2020,June,5200,800,0.13
Malibu city,July,2020-07-01,2020,July,5300,700,0.122
Malibu city,August,2020-08-01,2020,August,5400,700,0.11
Malibu city,September,2020-09-01,2020,September,5500,600,0.098
Mammoth Lakes town,March,2020-03-01,2020,March,5600,30,0.004
Mammoth Lakes town,April,2020-04-01,2020,April,3130,110,0.033
Mammoth Lakes town,May,2020-05-01,2020,May,3000,110,0.034
Mammoth Lakes town,June,2020-06-01,2020,June,3420,100,0.027000000000000003
Mammoth Lakes town,July,2020-07-01,2020,July,3850,70,0.017
Mammoth Lakes town,August,2020-08-01,2020,August,4080,40,0.011000000000000001
Mammoth Lakes town,September,2020-09-01,2020,September,3930,40,0.011000000000000001
Manhattan Beach city,March,2020-03-01,2020,March,18300,900,0.046
Manhattan Beach city,April,2020-04-01,2020,April,14900,2000,0.11699999999999999
Manhattan Beach city,May,2020-05-01,2020,May,14700,1900,0.11599999999999999
Manhattan Beach city,June,2020-06-01,2020,June,15500,2000,0.11199999999999999
Manhattan Beach city,July,2020-07-01,2020,July,15900,1900,0.105
Manhattan Beach city,August,2020-08-01,2020,August,16100,1600,0.092
Manhattan Beach city,September,2020-09-01,2020,September,16500,1400,0.08
Manteca city,March,2020-03-01,2020,March,35200,2100,0.057
Manteca city,April,2020-04-01,2020,April,31300,6600,0.175
Manteca city,May,2020-05-01,2020,May,31400,6100,0.162
Manteca city,June,2020-06-01,2020,June,32200,5700,0.15
Manteca city,July,2020-07-01,2020,July,32300,5100,0.13699999999999998
Manteca city,August,2020-08-01,2020,August,33100,3900,0.10400000000000001
Manteca city,September,2020-09-01,2020,September,33500,3900,0.105
Manton CDP,March,2020-03-01,2020,March,100,10,0.073
Manton CDP,April,2020-04-01,2020,April,100,20,0.136
Manton CDP,May,2020-05-01,2020,May,90,10,0.114
Manton CDP,June,2020-06-01,2020,June,100,10,0.11199999999999999
Manton CDP,July,2020-07-01,2020,July,90,10,0.105
Manton CDP,August,2020-08-01,2020,August,100,10,0.076
Manton CDP,September,2020-09-01,2020,September,100,10,0.075
March AFB CDP,March,2020-03-01,2020,March,300,0,0.013999999999999999
March AFB CDP,April,2020-04-01,2020,April,200,0,0.051
March AFB CDP,May,2020-05-01,2020,May,200,0,0.051
March AFB CDP,June,2020-06-01,2020,June,200,0,0.046
March AFB CDP,July,2020-07-01,2020,July,300,0,0.042
March AFB CDP,August,2020-08-01,2020,August,300,0,0.031
March AFB CDP,September,2020-09-01,2020,September,300,0,0.03
Maricopa city,March,2020-03-01,2020,March,300,100,0.162
Maricopa city,April,2020-04-01,2020,April,300,100,0.243
Maricopa city,May,2020-05-01,2020,May,300,100,0.23600000000000002
Maricopa city,June,2020-06-01,2020,June,300,100,0.23
Maricopa city,July,2020-07-01,2020,July,300,100,0.217
Maricopa city,August,2020-08-01,2020,August,300,100,0.16699999999999998
Maricopa city,September,2020-09-01,2020,September,300,100,0.166
Marin County,March,2020-03-01,2020,March,133400,4300,0.031
Marin County,April,2020-04-01,2020,April,113700,14400,0.11199999999999999
Marin County,May,2020-05-01,2020,May,114200,13400,0.105
Marin County,June,2020-06-01,2020,June,119500,13400,0.10099999999999999
Marin County,July,2020-07-01,2020,July,121800,12000,0.09
Marin County,August,2020-08-01,2020,August,123800,9000,0.068
Marin County,September,2020-09-01,2020,September,124700,8600,0.065
Marina city,March,2020-03-01,2020,March,11400,500,0.043
Marina city,April,2020-04-01,2020,April,9500,2400,0.203
Marina city,May,2020-05-01,2020,May,9900,2300,0.19
Marina city,June,2020-06-01,2020,June,10300,2200,0.175
Marina city,July,2020-07-01,2020,July,10400,1900,0.154
Marina city,August,2020-08-01,2020,August,10500,1400,0.11699999999999999
Marina city,September,2020-09-01,2020,September,10500,1300,0.11199999999999999
Marina del Rey CDP,March,2020-03-01,2020,March,6500,300,0.04
Marina del Rey CDP,April,2020-04-01,2020,April,5300,800,0.132
Marina del Rey CDP,May,2020-05-01,2020,May,5200,800,0.135
Marina del Rey CDP,June,2020-06-01,2020,June,5500,800,0.127
Marina del Rey CDP,July,2020-07-01,2020,July,5600,800,0.11900000000000001
Marina del Rey CDP,August,2020-08-01,2020,August,5700,700,0.107
Marina del Rey CDP,September,2020-09-01,2020,September,5800,600,0.096
Mariposa CDP,March,2020-03-01,2020,March,580,30,0.043
Mariposa CDP,April,2020-04-01,2020,April,560,70,0.105
Mariposa CDP,May,2020-05-01,2020,May,560,60,0.1
Mariposa CDP,June,2020-06-01,2020,June,590,50,0.08
Mariposa CDP,July,2020-07-01,2020,July,620,40,0.059000000000000004
Mariposa CDP,August,2020-08-01,2020,August,620,30,0.045
Mariposa CDP,September,2020-09-01,2020,September,610,30,0.047
Mariposa County,March,2020-03-01,2020,March,6650,570,0.079
Mariposa County,April,2020-04-01,2020,April,6420,1430,0.182
Mariposa County,May,2020-05-01,2020,May,6390,1360,0.17600000000000002
Mariposa County,June,2020-06-01,2020,June,6760,1110,0.141
Mariposa County,July,2020-07-01,2020,July,7120,860,0.10800000000000001
Mariposa County,August,2020-08-01,2020,August,7130,640,0.083
Mariposa County,September,2020-09-01,2020,September,7010,650,0.084
Markleeville CDP,March,2020-03-01,2020,March,70,0,0.0
Markleeville CDP,April,2020-04-01,2020,April,50,0,0.0
Markleeville CDP,May,2020-05-01,2020,May,50,0,0.0
Markleeville CDP,June,2020-06-01,2020,June,60,0,0.0
Markleeville CDP,July,2020-07-01,2020,July,50,0,0.0
Markleeville CDP,August,2020-08-01,2020,August,60,0,0.0
Markleeville CDP,September,2020-09-01,2020,September,60,0,0.0
Martinez city,March,2020-03-01,2020,March,19600,700,0.036000000000000004
Martinez city,April,2020-04-01,2020,April,16900,2700,0.135
Martinez city,May,2020-05-01,2020,May,17000,2400,0.125
Martinez city,June,2020-06-01,2020,June,17500,2400,0.11900000000000001
Martinez city,July,2020-07-01,2020,July,17600,2100,0.107
Martinez city,August,2020-08-01,2020,August,17800,1500,0.079
Martinez city,September,2020-09-01,2020,September,17900,1500,0.078
Marysville city,March,2020-03-01,2020,March,4900,400,0.078
Marysville city,April,2020-04-01,2020,April,4300,700,0.14800000000000002
Marysville city,May,2020-05-01,2020,May,4100,700,0.141
Marysville city,June,2020-06-01,2020,June,4200,600,0.13
Marysville city,July,2020-07-01,2020,July,4200,600,0.12300000000000001
Marysville city,August,2020-08-01,2020,August,4300,400,0.094
Marysville city,September,2020-09-01,2020,September,4300,500,0.096
Mayflower Village CDP,March,2020-03-01,2020,March,2800,100,0.043
Mayflower Village CDP,April,2020-04-01,2020,April,2300,400,0.141
Mayflower Village CDP,May,2020-05-01,2020,May,2300,400,0.14400000000000002
Mayflower Village CDP,June,2020-06-01,2020,June,2400,400,0.135
Mayflower Village CDP,July,2020-07-01,2020,July,2500,400,0.127
Mayflower Village CDP,August,2020-08-01,2020,August,2500,300,0.114
Mayflower Village CDP,September,2020-09-01,2020,September,2500,300,0.102
Maywood city,March,2020-03-01,2020,March,11400,700,0.061
Maywood city,April,2020-04-01,2020,April,9200,2100,0.187
Maywood city,May,2020-05-01,2020,May,9100,2000,0.182
Maywood city,June,2020-06-01,2020,June,9600,1900,0.168
Maywood city,July,2020-07-01,2020,July,9800,1800,0.158
Maywood city,August,2020-08-01,2020,August,10000,1700,0.145
Maywood city,September,2020-09-01,2020,September,10200,1600,0.134
McCloud CDP,March,2020-03-01,2020,March,310,70,0.17300000000000001
McCloud CDP,April,2020-04-01,2020,April,290,100,0.245
McCloud CDP,May,2020-05-01,2020,May,290,80,0.214
McCloud CDP,June,2020-06-01,2020,June,300,70,0.19899999999999998
McCloud CDP,July,2020-07-01,2020,July,300,70,0.182
McCloud CDP,August,2020-08-01,2020,August,300,50,0.14300000000000002
McCloud CDP,September,2020-09-01,2020,September,310,50,0.141
McFarland city,March,2020-03-01,2020,March,5000,900,0.152
McFarland city,April,2020-04-01,2020,April,4400,1300,0.231
McFarland city,May,2020-05-01,2020,May,4400,1300,0.22399999999999998
McFarland city,June,2020-06-01,2020,June,4500,1200,0.21600000000000003
McFarland city,July,2020-07-01,2020,July,4500,1200,0.204
McFarland city,August,2020-08-01,2020,August,4700,900,0.156
McFarland city,September,2020-09-01,2020,September,4700,900,0.156
McKinleyville CDP,March,2020-03-01,2020,March,7100,300,0.037000000000000005
McKinleyville CDP,April,2020-04-01,2020,April,6500,800,0.105
McKinleyville CDP,May,2020-05-01,2020,May,6500,600,0.09
McKinleyville CDP,June,2020-06-01,2020,June,6400,600,0.087
McKinleyville CDP,July,2020-07-01,2020,July,6400,600,0.079
McKinleyville CDP,August,2020-08-01,2020,August,6600,400,0.061
McKinleyville CDP,September,2020-09-01,2020,September,6700,400,0.057
McKittrick CDP,March,2020-03-01,2020,March,0,0,0.0
McKittrick CDP,April,2020-04-01,2020,April,0,0,0.0
McKittrick CDP,May,2020-05-01,2020,May,0,0,0.0
McKittrick CDP,June,2020-06-01,2020,June,0,0,0.0
McKittrick CDP,July,2020-07-01,2020,July,0,0,0.0
McKittrick CDP,August,2020-08-01,2020,August,0,0,0.0
McKittrick CDP,September,2020-09-01,2020,September,0,0,0.0
Meadow Valley CDP,March,2020-03-01,2020,March,140,90,0.38
Meadow Valley CDP,April,2020-04-01,2020,April,120,120,0.504
Meadow Valley CDP,May,2020-05-01,2020,May,120,90,0.43799999999999994
Meadow Valley CDP,June,2020-06-01,2020,June,130,80,0.382
Meadow Valley CDP,July,2020-07-01,2020,July,140,70,0.33
Meadow Valley CDP,August,2020-08-01,2020,August,160,50,0.248
Meadow Valley CDP,September,2020-09-01,2020,September,150,50,0.248
Meadow Vista CDP,March,2020-03-01,2020,March,1700,0,0.026000000000000002
Meadow Vista CDP,April,2020-04-01,2020,April,1500,100,0.087
Meadow Vista CDP,May,2020-05-01,2020,May,1500,100,0.083
Meadow Vista CDP,June,2020-06-01,2020,June,1500,100,0.07400000000000001
Meadow Vista CDP,July,2020-07-01,2020,July,1500,100,0.064
Meadow Vista CDP,August,2020-08-01,2020,August,1600,100,0.048
Meadow Vista CDP,September,2020-09-01,2020,September,1600,100,0.046
Mecca CDP,March,2020-03-01,2020,March,3000,200,0.059000000000000004
Mecca CDP,April,2020-04-01,2020,April,2600,500,0.16899999999999998
Mecca CDP,May,2020-05-01,2020,May,2600,500,0.172
Mecca CDP,June,2020-06-01,2020,June,2700,500,0.159
Mecca CDP,July,2020-07-01,2020,July,2700,500,0.14800000000000002
Mecca CDP,August,2020-08-01,2020,August,2700,400,0.11599999999999999
Mecca CDP,September,2020-09-01,2020,September,2800,400,0.114
Meiners Oaks CDP,March,2020-03-01,2020,March,1900,100,0.034
Meiners Oaks CDP,April,2020-04-01,2020,April,1600,200,0.10300000000000001
Meiners Oaks CDP,May,2020-05-01,2020,May,1600,200,0.10099999999999999
Meiners Oaks CDP,June,2020-06-01,2020,June,1700,200,0.09300000000000001
Meiners Oaks CDP,July,2020-07-01,2020,July,1700,200,0.084
Meiners Oaks CDP,August,2020-08-01,2020,August,1700,100,0.063
Meiners Oaks CDP,September,2020-09-01,2020,September,1700,100,0.061
Mendocino CDP,March,2020-03-01,2020,March,510,0,0.0
Mendocino CDP,April,2020-04-01,2020,April,450,0,0.0
Mendocino CDP,May,2020-05-01,2020,May,440,0,0.0
Mendocino CDP,June,2020-06-01,2020,June,460,0,0.0
Mendocino CDP,July,2020-07-01,2020,July,460,0,0.0
Mendocino CDP,August,2020-08-01,2020,August,470,0,0.0
Mendocino CDP,September,2020-09-01,2020,September,470,0,0.0
Mendocino County,March,2020-03-01,2020,March,36340,2300,0.06
Mendocino County,April,2020-04-01,2020,April,32040,5520,0.147
Mendocino County,May,2020-05-01,2020,May,31560,4850,0.133
Mendocino County,June,2020-06-01,2020,June,33060,4660,0.124
Mendocino County,July,2020-07-01,2020,July,32810,4110,0.111
Mendocino County,August,2020-08-01,2020,August,33610,3130,0.085
Mendocino County,September,2020-09-01,2020,September,33620,3050,0.083
Mendota city,March,2020-03-01,2020,March,4000,1300,0.243
Mendota city,April,2020-04-01,2020,April,3700,1900,0.345
Mendota city,May,2020-05-01,2020,May,3700,1800,0.32299999999999995
Mendota city,June,2020-06-01,2020,June,3800,1700,0.306
Mendota city,July,2020-07-01,2020,July,3800,1500,0.28800000000000003
Mendota city,August,2020-08-01,2020,August,3900,1200,0.23
Mendota city,September,2020-09-01,2020,September,3900,1200,0.231
Menifee City,March,2020-03-01,2020,March,37300,2200,0.055
Menifee City,April,2020-04-01,2020,April,32900,6800,0.172
Menifee City,May,2020-05-01,2020,May,32800,6800,0.172
Menifee City,June,2020-06-01,2020,June,33700,6100,0.153
Menifee City,July,2020-07-01,2020,July,34200,5600,0.141
Menifee City,August,2020-08-01,2020,August,34600,4200,0.10800000000000001
